index,area,length,thickness,slant,width,height
0,40.1875,31.2634559672906,1.4541104163278713,0.12349203391899748,12.868916949958889,18.656077884934607
1,42.5625,31.488329701443504,1.369076433710256,0.3392598302540551,14.352729077670315,18.41481905755805
2,32.1875,28.94238815542512,1.2618797482773674,-0.265004006930844,20.127337935080746,17.500782710017972
3,27.375,20.58147545195113,1.41429871034873,0.5213266799286087,3.57179001579971,17.9372690773982
4,90.5625,46.5949314192417,2.2480954429794986,0.007925179254630625,13.117513114600124,19.42639322943312
5,117.5625,55.923358543987895,2.4169849606661002,0.3037141594029058,17.97671644069925,16.366065110634455
6,69.4375,18.9675144212722,3.5150230396569753,-0.15650358174055398,4.973319684507391,19.68012346767836
7,50.1875,36.84188309203678,1.4697981783196037,0.3586889398453784,11.881701129486773,18.24700883047932
8,84.0,20.57106781186548,4.012699110127453,-0.07006288128629047,5.372266619828247,20.830492553783888
9,21.8125,21.538582233137678,1.1197140733758577,0.5345846011521799,10.569384358288767,17.298405231829573
10,45.6875,27.7634559672906,1.8049287210570633,0.05892157441729184,9.644786162087632,18.09405024403511
11,102.125,27.099242404917497,3.4765921246725315,0.7738922295373903,11.44238071256974,15.322116820945293
12,138.5,48.93071785686861,3.0352650834333263,-0.2374968517792184,16.066796852409716,19.69019076076338
13,39.625,41.91295090390225,1.1362507718532189,0.15875608366312233,12.701074753956703,18.236508117490203
14,86.9375,18.65685424949238,4.240294964926578,-0.05696901432964915,5.580551981742293,20.958397214344792
15,196.625,35.81675682618969,5.203313887997065,0.2888752105741505,16.155904955875492,21.169615777106443
16,43.9375,40.68807716974933,1.3032004056173665,0.22171101434028506,16.66479272056805,17.635260039720027
17,201.875,23.245689014324228,7.225051294566537,0.4169034135063984,12.133908709083528,21.022971711636465
18,32.625,34.45584412271571,1.0814374558972784,0.0697498039351105,10.382068895051342,19.642337101262797
19,134.0625,36.77386360737624,4.097231263550183,0.3187858209011981,10.224597264410383,21.088290254720626
20,131.5,42.17031021678295,3.5245666025772184,-0.3999700317829536,17.40740299183671,17.851127996858914
21,139.25,49.870057685088796,2.874644445603558,0.3646975596253573,16.13729703847883,19.07516923765
22,117.625,39.645183950935866,3.2817329534044566,0.3324461293025101,10.040333302170202,20.535257550482427
23,127.875,23.55634918610405,5.094197733871686,0.5012824892783726,7.623811142065933,21.473825021383877
24,160.0625,39.824116139070405,4.28777412733728,0.14137487863288745,15.78188518189168,20.502740471240426
25,158.375,51.43071785686861,3.3149549132553906,0.13299849607375244,16.587584495201266,19.189074155150443
26,100.6875,33.30634918610404,3.212785706787613,-0.007926015648046082,11.394076839724548,19.958864971524825
27,178.5,44.34188309203678,4.106393711512006,0.19320463937757412,16.024374454396614,19.57581713410656
28,325.3125,43.334523779156065,7.3674520255307,-0.2524260579060992,19.76768631146728,22.642618233207227
29,59.875,25.013455967290586,2.3473208473956086,0.4424668741276673,11.183295857548526,13.86973150813517
30,98.9375,47.85229073212242,2.3590406242498405,-0.5779967223568167,14.675929777788847,15.439796097118954
31,131.75,52.991378028648434,3.0272861660796315,0.5024920718311527,11.423781410972426,19.600510345373266
32,39.9375,42.309397513308966,1.0839986778868012,-0.0791283349764654,11.590735718365185,19.574435151767798
33,147.875,26.57411613907042,5.003079543103018,0.4159739420842334,11.476095431553444,20.952700073956727
34,70.6875,41.06675682618969,1.852221639162693,0.30501774289280864,10.0736722698089,17.734603599187214
