index,area,length,thickness,slant,width,height
0,106.9375,43.62741699796951,2.6106892161599813,0.2230133375497366,14.139146101719339,19.836417866755518
1,123.375,49.99137802864844,2.6352087320581785,0.32586739071759013,15.279032116438422,19.326169381228137
2,78.1875,45.238329701443504,1.9312702855033481,-0.21791061762135375,20.360836360228138,18.75233455838679
3,66.3125,26.13477631085024,2.7474644166258058,0.5069900761325697,5.297039276687865,19.682915573177254
4,90.5625,46.5949314192417,2.2480954429794986,0.007925179254630625,13.117513114600126,19.426393229433117
5,117.5625,55.92335854398789,2.4169849606661,0.3037141594029058,17.97671644069925,16.366065110634455
6,69.4375,18.967514421272202,3.515023039656975,-0.15650358174055398,4.973319684507391,19.68012346767836
7,139.3125,49.02386360737624,3.0745556916424275,0.3124229975064283,13.14028533134025,19.611236294135363
8,41.125,19.492640687119284,2.2004993186731667,-0.07448924621163149,3.726595265568866,19.24854599844711
9,85.625,41.78427124746189,2.3410925521245,0.5357597297905959,11.929726077884443,18.86460283135566
10,110.375,32.17766952966369,3.472964532633861,0.12879150464758798,11.275307033206069,19.543611783567908
11,55.375,27.988329701443508,2.0064057098089476,0.7832399446310692,9.858679120334276,14.126550166722936
12,138.5,48.93071785686861,3.0352650834333263,-0.23749685177921837,16.066796852409716,19.69019076076338
13,112.875,50.48401871576771,2.4988846364776127,0.16638295994530017,13.608395430317994,19.362770129999184
14,43.5,20.571067811865476,2.227935063952905,-0.05342984459827466,3.949374286878564,19.401877226001623
15,98.625,34.46320343559642,2.849175986371046,0.2955270308080843,14.102979250745747,19.10273625900407
16,99.5,54.80939751330898,2.109329915969514,0.2184444098176594,17.627941125966146,17.930037299326848
17,110.4375,51.69112549695426,2.6920304769528998,0.4336493019587008,9.938511628981296,18.973219431122498
18,63.3125,43.74873734152916,1.5894804037917574,0.05939372773157302,10.728283049299323,19.925317582293154
19,70.0,37.688077169749334,2.152734177859689,0.30789737714795795,8.645394608317506,19.50891499440788
20,131.5,42.17031021678295,3.5245666025772184,-0.39997003178295354,17.40740299183671,17.851127996858914
21,139.25,49.870057685088796,2.874644445603558,0.36469755962535727,16.13729703847883,19.075169237649998
22,64.0625,41.14518395093587,1.743250757146812,0.33444306924777534,8.893978955539247,19.41920633130311
23,63.6875,21.185028842544405,2.9161523340604094,0.5249511651995946,5.100485594943542,19.42678940934627
24,83.375,40.17766952966369,2.2836853606602294,0.1604029285832029,14.235585788205453,19.084574813356465
25,158.375,51.43071785686861,3.3149549132553906,0.13299849607375244,16.587584495201263,19.189074155150436
26,53.9375,31.788582233137674,1.8217801641123306,-0.009576973857068091,10.189456148095111,18.858662620800736
27,178.5,44.34188309203678,4.106393711512006,0.19320463937757415,16.024374454396614,19.575817134106558
28,164.0,47.23097038856278,3.6972538453179755,-0.21337446026118542,16.911967550382407,19.635877430116626
29,59.875,25.013455967290586,2.3473208473956086,0.4424668741276673,11.183295857548526,13.869731508135168
30,98.9375,47.85229073212242,2.3590406242498405,-0.5779967223568167,14.675929777788847,15.439796097118954
31,131.75,52.991378028648434,3.027286166079631,0.5024920718311527,11.423781410972424,19.600510345373266
32,72.0625,41.523863607376235,1.8283768533145246,-0.060968302402469414,12.145560350195165,19.860732730528543
33,83.0625,36.89518395093589,2.4976049422118116,0.42022471054791327,9.847353570258827,19.28583983440364
34,146.3125,43.688077169749334,3.690493198375835,0.2939208831634528,11.579809885406219,19.224809113842134
35,66.1875,39.188077169749334,1.8840097921687518,0.6596179114475134,10.085187503103082,16.02746094709754
36,127.125,31.556349186104043,4.329423902189552,-0.1033351620480499,11.207780329585539,18.849809578664793
37,149.0,46.637824638055164,3.6090510854758753,0.3495441327555634,13.435725271280212,18.962959514625567
38,82.25,45.29898987322331,2.1789220237841893,-0.22266698309022434,16.7477373383526,16.19119478611381
39,107.1875,43.334523779156065,2.793012829509753,-0.01565883900186904,11.97245352393831,18.63718579389741
40,53.4375,20.949747468305834,2.679502784083916,0.10740003418684324,4.176699289757144,19.536282397345218
41,114.6875,52.794678887547526,2.557688233891571,0.30116110981790284,10.391538046726748,19.180151135040116
42,50.625,28.54594154601839,1.8894021974903752,0.007636104448923312,9.906947458337045,19.646738649348972
43,72.4375,36.54898987322333,2.2048300351941075,0.2046973448995648,8.627999346143568,19.696404765396593
44,69.0,35.42766952966368,2.028691328189239,-0.24537454278570173,10.922973226568754,19.418245784695202
45,95.9375,45.4558441227157,2.3128230340246305,0.14164859693622153,12.007878899062394,19.579801699749613
46,96.0,64.1764068711928,1.8859348251478583,0.07785316512508896,11.539239371440612,19.64953168191042
47,86.375,30.806349186104047,2.6892764617798313,0.5587870363307108,12.73792229079999,18.017890315956706
48,69.75,37.29898987322333,2.077597256308275,-0.21501353425915376,8.381310494175107,19.7335697043307
49,128.6875,41.58452377915606,3.380233503545467,0.2533752337967608,12.33267724052223,19.4945839519416
50,72.875,42.87741699796951,1.8743180970331674,0.03254071906510543,11.943480455300302,19.78470700654963
51,181.9375,51.89518395093587,3.697766245837912,0.2625227694300891,16.81306901987239,19.772433777421767
52,109.6875,40.08452377915605,2.925937763133851,-0.09812815420925053,16.19863872127318,19.74780200406045
53,63.8125,38.77386360737624,1.9548499494993568,0.3096974108372838,12.122916719791906,18.65286455924302
54,91.375,46.07716446627535,2.199883476268174,0.03382080134613987,16.326111319101262,19.272945124472745
55,131.75,57.683766184073534,2.75259352369471,0.3821839859455598,12.280198851622446,19.753660635988517
56,168.6875,52.75914498161481,3.4279550734398625,-0.012684794901912839,17.67409197304608,19.17776172898365
57,81.3125,41.438077169749334,2.162803095441327,0.2665949827622158,10.357025821135016,19.338677270594587
58,133.0625,35.06370849898475,4.05671551974984,-0.18729186038048418,14.583470055004199,18.946438245601534
59,65.3125,23.909902576697327,2.7973681808809534,0.4817808330683504,5.096474160670812,19.753314117752698
60,115.25,43.61700935788386,2.8517965703499835,-0.14201011636149002,19.413123615949893,15.06653257868011
61,70.9375,39.12741699796951,2.186471748439259,0.45865370656466936,10.607072038152609,19.110933531498695
62,122.125,43.79163056034261,3.150102056956144,0.10735184045656404,11.589859499496189,19.171360379191068
63,182.6875,55.587572106360994,3.5933436881594223,0.34888540498357995,16.69267723701799,19.288911316096844
64,101.8125,45.0416305603426,2.408189625146139,0.16684367160248997,15.319355317632425,18.800902854532403
